final_distance,min_distance,total_distance,total_return,mean_action_norm,num_steps,action_smoothness,success,mean_residual_action_norm,mean_baseline_action_norm,mean_final_action_norm,initial_distance,initial_achieved,initial_desired,episode,policy,env_id,kp,residual_alpha,model_path
0.0015176563563119065,0.0015176563563119065,0.4878470746897844,302.23174043907994,0.08835073560476303,50,0.5129544734954834,True,0.17278288304805756,0.04863293468952179,0.08835073560476303,0.13661639837391912,[1.3418334  0.74910102 0.53473344],[1.42402052 0.73076455 0.64231175],0,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.028184588207441512,0.02771964480198423,1.937414391826428,172.93014030222426,0.3966686725616455,50,0.7300148606300354,False,0.6985440850257874,0.19092299044132233,0.3966686725616455,0.20384802891047266,[1.3418334  0.74910102 0.53473344],[1.38752348 0.61223362 0.39074125],1,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.0016527776565756743,0.0003700756157740702,0.47507608041564614,308.68712360415293,0.08907575905323029,50,0.4504963457584381,True,0.1787601113319397,0.04734233394265175,0.08907575905323029,0.13742657320450302,[1.3418334  0.74910102 0.53473344],[1.22860335 0.67653494 0.50646359],2,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.0025220778744383214,0.0022137606526358173,0.3515503004485792,286.6352778984439,0.05655377358198166,50,0.40113115310668945,True,0.13697227835655212,0.034902822226285934,0.05655377358198166,0.08252430179611872,[1.3418334  0.74910102 0.53473344],[1.3637729  0.75764836 0.61382745],3,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.0011760742142221381,0.0010985728395143284,0.649339565273751,311.4753374774941,0.12017140537500381,50,0.5309138894081116,True,0.21346603333950043,0.06481634825468063,0.12017140537500381,0.18854205079412953,[1.3418334  0.74910102 0.53473344],[1.46351498 0.62226906 0.4665033 ],4,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.0018925384969107149,0.0018925384969107149,0.38518020927034763,296.102615880745,0.06733880192041397,50,0.40319910645484924,True,0.14691413938999176,0.03832876682281494,0.06733880192041397,0.10565334115390425,[1.3418334  0.74910102 0.53473344],[1.4143743  0.82520167 0.52428654],5,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.0010387180767730203,0.0009067908561496797,0.16543467214843363,328.4197401144547,0.03142663463950157,50,0.27267420291900635,True,0.07171013951301575,0.016439596191048622,0.03142663463950157,0.04447090523356623,[1.3418334  0.74910102 0.53473344],[1.30814366 0.77783307 0.53887254],6,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.0009158408021958224,0.0006351583628742147,0.18129852662457424,337.06296370745247,0.0398813933134079,50,0.339316189289093,True,0.08511645346879959,0.018038267269730568,0.0398813933134079,0.059377028867830466,[1.3418334  0.74910102 0.53473344],[1.30068996 0.7770662  0.50231744],7,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.00230586060548371,0.00230586060548371,0.5022175156262645,285.6300137217246,0.08372905105352402,50,0.4824013113975525,True,0.1734621673822403,0.049991168081760406,0.08372905105352402,0.13289766648970486,[1.3418334  0.74910102 0.53473344],[1.42806051 0.84920182 0.54910371],8,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
0.0009685978959517145,0.0008190598616837076,0.5641634699741221,315.8885277280863,0.10504753887653351,50,0.5158411264419556,True,0.1861128956079483,0.05631949007511139,0.10504753887653351,0.16239485253860492,[1.3418334  0.74910102 0.53473344],[1.47456606 0.69124253 0.46120436],9,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_0.01_-0.5_200000_20260702-164103/best_model.zip
