final_distance,min_distance,total_distance,total_return,mean_action_norm,num_steps,action_smoothness,success,mean_residual_action_norm,mean_baseline_action_norm,mean_final_action_norm,episode,policy,env_id,kp,residual_alpha,model_path
0.0031897115279102186,0.0029649300531395073,0.4042575195285696,-0.4042575195285696,0.08717294037342072,50,0.46764564514160156,True,0.19369575381278992,0.053768426179885864,0.08717294037342072,0,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.027835399125769072,0.027835399125769072,1.7078507042942512,-1.7078507042942512,0.44404852390289307,50,0.4949442744255066,False,0.8636833429336548,0.18838635087013245,0.44404852390289307,1,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.0032573442228153947,0.0021840151845919408,0.4099526148481774,-0.4099526148481774,0.09170536696910858,50,0.48521342873573303,True,0.20526403188705444,0.05441218242049217,0.09170536696910858,2,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.003385668782106354,0.003060343173593534,0.28843877375167626,-0.28843877375167626,0.05393301323056221,50,0.3267977833747864,True,0.144756019115448,0.03675774112343788,0.05393301323056221,3,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.005507236346211672,0.005380151530429493,0.6437367946998633,-0.6437367946998633,0.11584455519914627,50,0.5506297945976257,False,0.2557775378227234,0.08267715573310852,0.11584455519914627,4,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.004812302866431216,0.004812302866431216,0.39197605811055236,-0.39197605811055236,0.06704851984977722,50,0.42151376605033875,True,0.1927056461572647,0.049281712621450424,0.06704851984977722,5,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.003334365800304632,0.00045322224643104693,0.19251359266034165,-0.19251359266034165,0.032701607793569565,50,0.3019202947616577,True,0.11952538788318634,0.023365015164017677,0.032701607793569565,6,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.0038796208682080557,0.0012096776167972566,0.2338676453603312,-0.2338676453603312,0.04216736927628517,50,0.3968088626861572,True,0.1482861489057541,0.028936507180333138,0.04216736927628517,7,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.004268421164338062,0.004268421164338062,0.4418258052498057,-0.4418258052498057,0.08487048745155334,50,0.47635212540626526,True,0.2108791172504425,0.057045504450798035,0.08487048745155334,8,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.003641330998644718,0.0036400406174491476,0.5054241382307758,-0.5054241382307758,0.10209419578313828,50,0.5000595450401306,True,0.21208830177783966,0.06641776859760284,0.10209419578313828,9,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
0.0038821518587460586,0.0038821518587460586,0.22562843821195444,-0.22562843821195444,0.029136914759874344,50,0.36510416865348816,True,0.11956761032342911,0.026341566815972328,0.029136914759874344,10,sac,FetchReachDense-v4,5.0,0.3,models/residual_sac/0.3_auto_auto_100000_20260702-130721/best_model.zip
