final_distance,min_distance,total_distance,total_return,mean_action_norm,num_steps,action_smoothness,success,mean_residual_action_norm,mean_baseline_action_norm,mean_final_action_norm,initial_distance,initial_achieved,initial_desired,episode,policy,env_id,kp,residual_alpha,model_path
0.0014863459438038606,0.0014863459438038606,0.36503870342565103,-0.228422305051732,0.09951028227806091,50,1.232560157775879,True,0.19904790818691254,0.1111099123954773,0.09951028227806091,0.13661639837391912,[1.3418334  0.74910102 0.53473344],[1.42402052 0.73076455 0.64231175],0,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.026891175092794796,0.026891175092794796,1.7955369936632057,-1.591688964752733,0.7094639539718628,50,1.1420050859451294,False,0.43337586522102356,0.6112083792686462,0.7094639539718628,0.20384802891047266,[1.3418334  0.74910102 0.53473344],[1.38752348 0.61223362 0.39074125],1,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0016445486325796304,0.0015407840961811638,0.37867752565691415,-0.24125095245241115,0.1003706231713295,50,1.3299322128295898,True,0.20612773299217224,0.11529728025197983,0.1003706231713295,0.13742657320450302,[1.3418334  0.74910102 0.53473344],[1.22860335 0.67653494 0.50646359],2,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0016951990825579816,0.0016743841663408728,0.23501755062474594,-0.1524932488286272,0.06344938278198242,50,0.9806281924247742,True,0.17441661655902863,0.08242586255073547,0.06344938278198242,0.08252430179611872,[1.3418334  0.74910102 0.53473344],[1.3637729  0.75764836 0.61382745],3,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0016279095720775178,0.0004853791647355853,0.5365133803069815,-0.34797132951285215,0.13213375210762024,50,1.3732608556747437,True,0.23712104558944702,0.1441318541765213,0.13213375210762024,0.18854205079412953,[1.3418334  0.74910102 0.53473344],[1.46351498 0.62226906 0.4665033 ],4,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0014644338763024145,0.0014644338763024145,0.260405799063797,-0.15475245790989284,0.07589250802993774,50,1.15720534324646,True,0.16952650249004364,0.08990649878978729,0.07589250802993774,0.10565334115390425,[1.3418334  0.74910102 0.53473344],[1.4143743  0.82520167 0.52428654],5,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0017381477667139601,0.0015040001505650976,0.14265570628986615,-0.09818480105629993,0.03949807211756706,50,1.0545942783355713,True,0.14848680794239044,0.05636702477931976,0.03949807211756706,0.04447090523356623,[1.3418334  0.74910102 0.53473344],[1.30814366 0.77783307 0.53887254],6,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0017165060843857324,0.0015263493882166459,0.16644977489430032,-0.10707274602646984,0.053459662944078445,50,1.2875252962112427,True,0.1628159135580063,0.06589331477880478,0.053459662944078445,0.059377028867830466,[1.3418334  0.74910102 0.53473344],[1.30068996 0.7770662  0.50231744],7,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.001541356770564172,0.001541356770564172,0.3502008384091098,-0.217303171919405,0.0982978418469429,50,1.340026617050171,True,0.20374912023544312,0.1078648641705513,0.0982978418469429,0.13289766648970486,[1.3418334  0.74910102 0.53473344],[1.42806051 0.84920182 0.54910371],8,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0016287621518648163,0.0012936678570947856,0.46823603686885984,-0.30584118433025487,0.11860349774360657,50,1.3831928968429565,True,0.21567346155643463,0.13145148754119873,0.11860349774360657,0.16239485253860492,[1.3418334  0.74910102 0.53473344],[1.47456606 0.69124253 0.46120436],9,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0016183962849232116,0.0014645041210178053,0.1298698790288702,-0.08820048342393425,0.034223541617393494,50,1.037036418914795,True,0.13665010035037994,0.051300592720508575,0.034223541617393494,0.04166939560493595,[1.3418334  0.74910102 0.53473344],[1.37656259 0.77136891 0.54059545],10,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0016387102840998509,0.0014796629104073173,0.5240649803387022,-0.35557365951038467,0.12385600805282593,50,1.3505778312683105,True,0.2243991643190384,0.13929538428783417,0.12385600805282593,0.1684913208283174,[1.3418334  0.74910102 0.53473344],[1.1951718  0.81477422 0.48407053],11,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.010078229093648151,0.010078229093648151,0.833248422166443,-0.6820318818551017,0.34021100401878357,50,1.0080293416976929,False,0.303277850151062,0.2772016227245331,0.34021100401878357,0.15121654031134146,[1.3418334  0.74910102 0.53473344],[1.25856916 0.75467501 0.40862857],12,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.001756002197416225,0.0017333515831698227,0.4638906688789287,-0.29231469718964537,0.12251727283000946,50,1.4425126314163208,True,0.2328699231147766,0.137861430644989,0.12251727283000946,0.17157597168928332,[1.3418334  0.74910102 0.53473344],[1.44150936 0.8602947  0.45024094],13,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0016995348988364087,0.001699366764724572,0.6681796958436804,-0.4527465714681753,0.14876757562160492,50,1.4173167943954468,True,0.2527806758880615,0.16340669989585876,0.14876757562160492,0.21543312437550508,[1.3418334  0.74910102 0.53473344],[1.40967152 0.60417187 0.67897269],14,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
0.0016021356011381343,0.0016021356011381343,0.3210616754528759,-0.20434669022866223,0.0896674320101738,50,1.2313647270202637,True,0.1964825987815857,0.10148394852876663,0.0896674320101738,0.11671498522421372,[1.3418334  0.74910102 0.53473344],[1.39708371 0.73959461 0.63710248],15,sac,FetchReachDense-v4,20.0,0.3,models/residual_sac/0.3_auto_auto_150000_20260702-133457/best_model.zip
